sale_id,branch_id,shoe_id,sale_date,quantity_sold,total_price
300447,1,CA306,2024-12-09,5,950
800380,2,BA738,2024-11-02,2,240
392391,2,CA806,2024-04-24,3,570
630460,3,BO897,2024-07-15,1,300
590915,2,FO333,2024-08-25,2,460
882281,3,BO185,2024-08-19,2,600
610806,3,BA729,2024-11-10,3,360
299038,2,CA981,2024-12-27,5,950
612047,3,SN119,2024-05-24,2,360
170942,2,SN653,2024-07-30,5,900
513370,1,SN992,2024-09-06,1,180
414151,1,BO125,2024-12-06,1,300
414781,1,FO696,2024-10-18,2,460
763209,1,BA661,2024-07-30,6,720
632025,2,BO125,2024-04-16,2,600
920551,3,BO146,2024-03-29,2,600
979528,2,SA729,2024-10-04,3,450
877249,2,BA672,2024-04-14,2,240
540398,1,BA831,2024-08-29,4,480
368561,2,HE116,2024-08-29,3,750
762027,2,BA120,2024-09-03,3,360
790417,3,FO923,2024-09-27,1,230
865254,1,FO997,2024-10-26,4,920
779689,2,BA872,2024-03-17,1,120
157576,1,SN743,2024-11-09,1,180
469587,3,FO116,2024-09-29,2,460
686464,3,SA270,2024-11-22,2,300
158226,2,FO811,2024-04-15,1,230
371612,2,FO538,2024-02-20,3,690
600606,2,SN581,2024-08-08,3,540
170763,1,SN521,2024-01-03,7,1260
960026,1,SA729,2024-05-31,4,600
541451,3,BO693,2024-08-01,1,300
830623,2,HE997,2024-03-31,1,250
864398,1,BA513,2024-07-28,3,360
441526,1,BO337,2024-02-15,2,600
939553,1,FO696,2024-06-21,5,1150
697286,3,BO968,2024-12-24,3,900
587885,2,SA327,2024-03-26,3,450
215271,1,FO693,2024-08-24,3,690
764438,3,BO466,2024-04-18,2,600
477004,1,BA872,2024-04-27,1,120
396093,1,FO773,2024-02-11,3,690
372149,3,FO835,2024-03-08,1,230
257512,1,CA167,2024-03-19,5,950
539092,3,SN571,2024-04-04,1,180
765103,3,SA270,2024-12-05,1,150
549302,3,SN257,2024-08-22,1,180
596165,2,HE468,2024-04-20,2,500
291499,1,BO790,2024-05-19,4,1200
237221,1,BA184,2024-11-19,3,360
167895,2,HE534,2024-06-22,4,1000
421504,3,BA929,2024-05-26,1,120
932059,1,SN829,2024-10-09,3,540
571202,3,FO923,2024-01-08,2,460
715725,1,HE560,2024-09-09,1,250
813585,1,HE601,2024-07-14,6,1500
696655,3,BO956,2024-12-06,2,600
612735,2,SA934,2024-07-15,1,150
271765,1,FO632,2024-09-02,3,690
667594,2,BA751,2024-05-13,1,120
720641,2,SN144,2024-06-01,1,180
722162,2,HE534,2024-01-25,1,250
289011,3,HE915,2024-01-02,2,500
954972,2,CA806,2024-03-14,3,570
907551,2,SN401,2024-02-11,3,540
457547,2,CA167,2024-06-27,4,760
970790,1,BO241,2024-07-27,5,1500
202855,2,HE627,2024-02-03,4,1000
352354,2,CA794,2024-10-24,1,190
860638,1,CA730,2024-12-17,1,190
507443,1,HE320,2024-10-08,5,1250
554023,1,BA929,2024-08-05,3,360
912102,1,SN992,2024-06-01,7,1260
579942,2,BA824,2024-08-26,3,360
853979,1,BA499,2024-01-03,5,600
785373,1,FO588,2024-01-26,3,690
154341,2,BO241,2024-05-19,2,600
224667,2,SA167,2024-05-13,4,600
656281,2,BO790,2024-06-12,5,1500
377772,3,BA325,2024-09-14,1,120
827608,1,SN644,2024-09-05,1,180
374183,3,HE997,2024-05-26,3,750
218660,3,SN116,2024-11-28,1,180
315833,3,SN964,2024-02-17,2,360
671590,1,BA468,2024-09-24,2,240
381560,1,BO956,2024-02-06,3,900
695379,3,FO581,2024-08-03,2,460
325521,1,FO445,2024-05-11,4,920
614539,3,BO705,2024-09-06,1,300
287016,2,CA381,2024-04-07,1,190
673457,1,BA781,2024-11-07,5,600
325424,2,SN602,2024-06-02,3,540
502551,2,BA781,2024-10-22,4,480
204265,2,FO622,2024-08-31,2,460
739525,1,HE414,2024-03-19,1,250
334713,2,CA293,2024-11-19,2,380
556790,1,FO347,2024-03-11,4,920
900011,2,SA793,2024-11-29,3,450
350399,2,CA376,2024-07-27,2,380
894360,3,BA325,2024-07-03,1,120
608698,2,SN653,2024-07-20,5,900
867918,3,BO868,2024-11-01,1,300
676405,1,HE796,2024-11-11,6,1500
569575,1,SA255,2024-07-11,3,450
419651,1,BO693,2024-07-12,3,900
552476,3,CA540,2024-12-14,3,570
885508,2,BA738,2024-09-13,1,120
810314,1,BA781,2024-03-08,3,360
521921,1,CA686,2024-07-25,2,380
269532,1,BA499,2024-12-23,1,120
526579,2,HE915,2024-12-31,5,1250
689128,2,SA793,2024-02-03,3,450
353380,2,SN703,2024-01-22,2,360
619713,3,SN401,2024-01-19,1,180
710071,1,SN969,2024-02-02,1,180
902074,2,BO241,2024-12-20,3,900
175298,2,SN689,2024-05-20,3,540
464625,1,FO445,2024-03-20,4,920
791549,3,FO246,2024-02-23,2,460
223863,1,BO325,2024-05-13,1,300
729877,2,FO997,2024-12-23,3,690
929059,3,BA781,2024-06-18,3,360
902788,3,BA565,2024-05-23,3,360
840309,1,SN581,2024-11-09,1,180
601425,3,FO588,2024-07-16,1,230
272916,2,HE886,2024-04-02,3,750
616258,1,FO433,2024-03-10,6,1380
868895,3,BA694,2024-07-28,1,120
618758,1,BA751,2024-08-11,4,480
441282,3,CA794,2024-08-27,1,190
330439,1,BO948,2024-06-14,5,1500
100309,3,FO632,2024-12-05,1,230
317560,1,FO685,2024-05-19,6,1380
609722,2,HE206,2024-09-13,2,500
633103,1,BO832,2024-02-13,3,900
756791,2,SA725,2024-10-25,2,300
346762,2,BA824,2024-11-08,1,120
609304,1,SA903,2024-03-01,3,450
474188,2,FO744,2024-09-22,2,460
957866,1,BO313,2024-08-18,2,600
614986,2,BA148,2024-09-25,1,120
468980,2,BA694,2024-09-22,3,360
572452,3,BA398,2024-09-02,1,120
102946,1,HE835,2024-02-03,2,500
373564,1,FO607,2024-02-18,3,690
399201,2,SA674,2024-04-06,1,150
183158,1,CA864,2024-01-18,1,190
311811,2,CA369,2024-11-19,1,190
283923,1,BO703,2024-10-10,4,1200
254296,2,HE414,2024-06-16,1,250
336052,2,SN918,2024-09-08,4,720
495240,3,CA981,2024-02-11,1,190
971621,1,FO455,2024-04-13,5,1150
759001,2,CA252,2024-12-03,4,760
882341,1,BO790,2024-05-27,3,900
340347,2,FO392,2024-01-31,2,460
327669,3,SA284,2024-06-05,4,600
964230,3,SA495,2024-04-20,2,300
557038,3,BO832,2024-04-11,2,600
133156,1,SN483,2024-07-17,3,540
835724,1,BA589,2024-11-26,1,120
823771,3,HE508,2024-12-27,1,250
726484,1,HE207,2024-06-02,4,1000
496300,1,FO149,2024-07-22,1,230
816966,2,CA389,2024-06-26,4,760
369501,1,SN602,2024-12-23,6,1080
648996,3,BA513,2024-04-18,1,120
101788,3,BO526,2024-02-19,1,300
529557,2,SA270,2024-07-31,1,150
616931,1,BA659,2024-12-26,3,360
637697,3,CA167,2024-09-03,2,380
983844,1,BA565,2024-01-26,1,120
192912,3,SA720,2024-05-12,3,450
486598,2,SN404,2024-01-21,1,180
958049,2,SN329,2024-10-15,4,720
641893,2,SN213,2024-01-24,2,360
473891,3,SN918,2024-07-30,2,360
662957,1,BA784,2024-10-19,3,360
879677,3,FO802,2024-05-07,1,230
497562,2,BO995,2024-08-28,1,300
416973,3,BA939,2024-02-08,1,120
784245,1,SA686,2024-06-10,7,1050
802982,2,CA567,2024-12-06,4,760
377243,2,BA726,2024-02-10,1,120
737157,3,FO538,2024-12-24,2,460
121839,2,CA295,2024-01-18,4,760
415201,1,BA251,2024-12-17,5,600
814944,1,BO750,2024-05-04,3,900
365271,1,FO356,2024-06-16,1,230
785921,3,BO337,2024-06-22,1,300
773609,2,BO146,2024-03-26,4,1200
135451,3,SN825,2024-05-01,2,360
304070,2,BA863,2024-06-29,1,120
501998,3,CA895,2024-03-01,3,570
841486,3,BO466,2024-09-12,1,300
931541,1,BA659,2024-08-25,3,360
349749,1,HE636,2024-06-18,1,250
419425,1,SN401,2024-01-02,3,540
979121,2,CA142,2024-08-17,1,190
189402,1,BA332,2024-06-30,5,600
192425,2,BO455,2024-12-21,1,300
452784,2,BA784,2024-08-16,2,240
397994,2,BA745,2024-09-13,3,360
276886,3,BA513,2024-11-27,3,360
281138,3,BO569,2024-05-07,3,900
210869,2,FO333,2024-02-17,1,230
501959,3,CA320,2024-05-12,2,380
178039,1,BO963,2024-12-25,1,300
709100,1,HE540,2024-04-28,5,1250
399365,3,BO381,2024-11-20,1,300
522709,1,FO440,2024-11-18,1,230
172719,2,FO538,2024-12-12,2,460
585725,2,HE562,2024-01-15,2,500
257182,1,SN401,2024-12-07,3,540
224104,2,HE745,2024-04-04,3,750
365312,2,FO116,2024-02-10,1,230
722285,3,SN703,2024-05-31,2,360
657233,3,BA526,2024-08-21,2,240
682438,3,BA398,2024-11-01,3,360
406465,3,FO347,2024-02-01,2,460
841765,2,FO963,2024-04-23,1,230
370493,2,CA492,2024-11-22,3,570
865551,2,SN521,2024-01-31,4,720
788170,1,FO773,2024-01-01,5,1150
379087,2,BO370,2024-10-22,4,1200
636845,2,BA513,2024-04-29,1,120
877324,2,SN403,2024-08-31,1,180
263570,2,CA295,2024-12-05,5,950
186283,1,BO370,2024-07-19,5,1500
759274,3,SA154,2024-07-29,3,450
421918,3,HE835,2024-12-01,1,250
296714,2,BO540,2024-09-02,2,600
260306,3,BO241,2024-10-09,3,900
735066,3,SN735,2024-04-22,2,360
980520,2,FO787,2024-05-30,4,920
711280,3,CA785,2024-12-03,2,380
523071,1,BO956,2024-12-13,4,1200
907334,2,HE508,2024-11-24,5,1250
215605,3,SN969,2024-08-19,1,180
505767,2,BA221,2024-03-27,2,240
137105,3,SN766,2024-03-14,1,180
455852,2,BA760,2024-01-03,2,240
282333,1,SN257,2024-03-09,6,1080
114299,2,BA120,2024-01-04,4,480
999819,2,FO802,2024-04-26,1,230
259027,2,BO927,2024-09-11,3,900
512259,3,SN689,2024-03-18,2,360
407376,3,HE460,2024-06-19,1,250
752633,1,SA819,2024-06-29,7,1050
743389,1,CA274,2024-08-14,4,760
765439,1,BA522,2024-01-03,3,360
830244,1,HE699,2024-07-17,1,250
446209,2,SA167,2024-01-04,4,600
237271,3,BA939,2024-02-20,1,120
274294,1,SN829,2024-09-20,2,360
613959,3,HE547,2024-07-18,1,250
732973,1,SA674,2024-02-28,4,600
180692,2,CA320,2024-09-11,1,190
887482,3,FO811,2024-10-20,3,690
363276,2,BO956,2024-10-18,2,600
559347,3,SA934,2024-10-27,1,150
399019,3,BO420,2024-09-25,2,600
926440,3,HE121,2024-05-30,3,750
560172,1,CA142,2024-10-20,6,1140
817333,3,SA515,2024-09-19,1,150
378220,2,BO956,2024-07-18,5,1500
245449,1,SN743,2024-09-10,2,360
999233,2,BA694,2024-06-15,5,600
457675,1,BA824,2024-12-27,1,120
933267,3,BO790,2024-04-05,1,300
231994,1,FO246,2024-04-27,4,920
334545,2,BA751,2024-11-20,1,120
768576,1,BO790,2024-05-04,3,900
629436,1,SN683,2024-09-10,3,540
847389,3,CA864,2024-11-08,1,190
218037,1,CA320,2024-12-08,4,760
118542,1,FO806,2024-06-05,5,1150
424735,3,FO928,2024-05-20,1,230
691967,2,BO737,2024-05-20,3,900
625901,3,HE468,2024-08-22,1,250
878416,3,BA174,2024-08-08,2,240
565712,3,SA991,2024-04-21,1,150
676512,1,SA911,2024-10-02,4,600
645924,2,SN689,2024-03-04,5,900
330443,3,SN512,2024-02-17,1,180
389751,1,BA784,2024-09-16,3,360
476107,3,FO373,2024-02-09,1,230
329102,3,CA234,2024-02-16,1,190
887971,2,BO284,2024-12-08,1,300
444818,2,SN688,2024-12-08,2,360
528538,3,BA856,2024-01-03,3,360
120660,2,SA515,2024-04-11,2,300
363902,3,BA856,2024-07-27,2,240
636773,3,SN116,2024-03-13,1,180
134194,2,BA872,2024-09-14,1,120
955634,2,SN503,2024-09-04,4,720
665958,1,BO956,2024-04-13,2,600
914485,3,BO540,2024-08-27,1,300
810131,2,FO429,2024-12-14,3,690
867832,2,BO125,2024-07-08,1,300
682789,1,BA947,2024-06-01,1,120
161430,3,SN529,2024-12-01,3,540
974392,1,BA818,2024-03-18,5,600
234230,1,BO420,2024-06-21,5,1500
768783,1,SA210,2024-11-07,4,600
791904,1,SN403,2024-05-22,4,720
280103,2,CA362,2024-09-20,1,190
407704,2,CA166,2024-10-01,3,570
838294,2,HE611,2024-11-08,1,250
200943,1,FO538,2024-01-29,5,1150
587766,3,SA934,2024-06-25,2,300
540914,2,CA514,2024-01-27,1,190
740430,1,BA345,2024-07-17,7,840
866455,1,SA720,2024-06-17,5,750
457754,2,SN403,2024-05-19,1,180
483224,3,BO147,2024-03-23,2,600
626403,3,SN497,2024-11-06,1,180
280833,1,BO313,2024-07-05,6,1800
129361,1,BA590,2024-06-14,7,840
790366,3,BA824,2024-09-30,2,240
461611,1,BA941,2024-03-15,1,120
743663,3,BA947,2024-04-24,1,120
782705,2,SA275,2024-04-19,1,150
487202,2,SN403,2024-12-20,1,180
422535,2,BO790,2024-03-16,3,900
489615,2,BO968,2024-06-28,2,600
236308,1,HE699,2024-10-23,6,1500
464125,3,BA434,2024-01-15,3,360
509864,2,BA659,2024-06-26,1,120
464779,3,SN969,2024-06-22,3,540
392932,2,BO956,2024-04-29,4,1200
272590,2,BO305,2024-09-17,2,600
221087,1,HE549,2024-05-18,6,1500
941939,2,SN503,2024-05-18,2,360
105847,1,SN329,2024-02-26,2,360
572562,2,HE311,2024-06-06,5,1250
942071,2,FO607,2024-04-26,1,230
800579,2,SA770,2024-06-02,2,300
402269,3,FO675,2024-12-16,3,690
118950,2,CA306,2024-03-16,4,760
101113,1,SN165,2024-07-12,6,1080
321483,1,FO609,2024-12-19,7,1610
677679,3,FO581,2024-11-21,3,690
594091,1,CA635,2024-11-22,6,1140
849219,1,SN258,2024-07-14,3,540
404846,2,SN138,2024-06-08,2,360
349422,1,CA895,2024-05-23,1,190
319013,1,FO581,2024-04-28,1,230
491203,3,CA363,2024-06-07,1,190
994006,2,SN602,2024-08-18,2,360
953223,2,BO455,2024-04-08,4,1200
541308,1,BA184,2024-06-17,5,600
130824,1,CA730,2024-06-10,5,950
295440,1,SN319,2024-07-11,1,180
151431,2,BO605,2024-08-08,1,300
643728,2,BO734,2024-06-02,5,1500
250971,1,BO703,2024-11-10,1,300
288612,3,SN165,2024-01-11,1,180
897594,2,BO927,2024-11-14,3,900
741997,1,FO369,2024-10-08,6,1380
885902,3,FO787,2024-06-18,2,460
371836,3,FO609,2024-09-26,2,460
930685,1,CA249,2024-05-09,4,760
309177,2,BO185,2024-02-10,2,600
235339,2,HE595,2024-04-20,1,250
528791,2,HE530,2024-05-22,4,1000
769595,3,SN829,2024-07-23,3,540
654122,2,FO488,2024-01-16,1,230
127592,1,BA824,2024-01-08,5,600
480227,2,SA856,2024-04-24,2,300
556913,3,CA623,2024-08-05,1,190
991721,2,CA798,2024-06-11,4,760
813953,2,HE888,2024-01-12,3,750
657814,1,SN404,2024-01-01,3,540
704940,2,HE392,2024-11-04,4,1000
652551,1,HE783,2024-12-24,1,250
692161,1,FO773,2024-10-05,1,230
597730,1,BO247,2024-11-19,6,1800
524881,3,FO963,2024-05-14,1,230
132848,3,BA473,2024-01-21,2,240
785481,1,SA627,2024-03-21,6,900
381339,1,FO392,2024-06-10,7,1610
446621,2,HE595,2024-11-08,2,500
827446,3,FO393,2024-01-18,3,690
527744,2,BO420,2024-11-27,2,600
926526,1,FO774,2024-10-12,2,460
603182,3,BA247,2024-08-15,1,120
474802,2,BO466,2024-09-25,1,300
430656,3,BA547,2024-12-30,1,120
476213,2,CA249,2024-05-05,1,190
534128,3,HE121,2024-03-11,2,500
101597,3,FO622,2024-03-27,1,230
443576,3,CA492,2024-05-03,2,380
509787,1,SN165,2024-10-29,4,720
116994,2,HE839,2024-09-20,1,250
446025,3,FO704,2024-12-13,1,230
767112,2,BA939,2024-02-05,1,120
794373,2,BA745,2024-05-08,3,360
909411,3,HE404,2024-11-29,3,750
918558,2,CA864,2024-03-13,1,190
152179,1,BA736,2024-03-05,5,600
486163,1,FO356,2024-10-26,6,1380
162788,2,SN179,2024-07-01,1,180
578913,2,CA785,2024-08-24,1,190
973202,2,CA635,2024-11-13,3,570
358810,1,SN829,2024-05-18,4,720
146143,3,HE658,2024-01-06,2,500
761621,1,CA369,2024-04-19,1,190
439554,1,SN644,2024-02-06,1,180
369152,2,SN211,2024-11-04,2,360
791676,3,FO437,2024-09-01,1,230
325989,2,FO369,2024-09-01,1,230
991069,3,BA332,2024-11-13,2,240
460950,2,SN766,2024-10-09,5,900
852035,1,CA716,2024-10-16,4,760
341848,2,BO276,2024-02-02,2,600
327689,3,BO276,2024-06-05,4,1200
641504,2,BA735,2024-06-03,4,480
586134,3,BO158,2024-09-06,2,600
638626,3,SA819,2024-12-13,2,300
126227,3,BA141,2024-08-01,1,120
140446,3,BA975,2024-12-01,3,360
544006,3,BO934,2024-05-21,2,600
198826,2,SN829,2024-07-01,5,900
793759,3,HE724,2024-02-24,2,500
555455,3,CA249,2024-04-11,1,190
487705,2,SN653,2024-09-03,4,720
854672,1,BA872,2024-04-05,5,600
284279,2,FO445,2024-08-20,3,690
124316,1,BA565,2024-10-02,1,120
805747,3,HE547,2024-05-25,1,250
502469,3,BA816,2024-02-18,2,240
536193,1,SN581,2024-02-06,4,720
130728,2,SN964,2024-01-28,3,540
796275,2,BA473,2024-04-28,4,480
199419,2,SN497,2024-10-06,3,540
180856,2,CA376,2024-09-13,3,570
535081,1,BO146,2024-08-05,2,600
141124,1,BO540,2024-05-05,4,1200
727481,3,BO703,2024-08-09,2,600
970621,2,BA398,2024-05-06,2,240
779260,1,HE530,2024-07-11,5,1250
250264,3,BO600,2024-09-25,1,300
619204,2,HE292,2024-08-20,1,250
954156,2,SN812,2024-03-06,4,720
686447,1,SA991,2024-04-10,5,750
824531,2,HE133,2024-06-26,2,500
845473,1,CA252,2024-11-16,6,1140
823945,2,SN731,2024-06-23,4,720
236409,3,SA275,2024-04-14,1,150
605554,3,SA729,2024-08-31,1,150
914147,3,BA729,2024-12-30,2,240
758451,3,BA434,2024-12-29,2,240
678979,2,CA249,2024-02-23,2,380
676077,2,HE468,2024-10-26,1,250
642715,3,BA781,2024-05-04,1,120
287703,3,FO392,2024-03-18,1,230
135942,1,FO196,2024-12-10,5,1150
305743,1,BA661,2024-05-29,3,360
744245,2,BO199,2024-10-13,4,1200
539607,2,HE839,2024-12-18,4,1000
198081,2,BA824,2024-05-21,4,480
161098,3,FO685,2024-11-24,1,230
757034,1,SN127,2024-10-09,1,180
425801,2,FO693,2024-10-28,2,460
621613,1,BO934,2024-04-27,5,1500
706473,2,CA635,2024-04-10,1,190
774200,1,FO437,2024-03-14,6,1380
158054,1,HE292,2024-03-22,1,250
933234,2,BO199,2024-11-08,4,1200
728665,3,SA703,2024-06-03,1,150
176856,1,SN644,2024-07-28,6,1080
593061,2,FO356,2024-05-02,3,690
684410,1,SA864,2024-09-18,3,450
621593,3,SN769,2024-05-07,2,360
719868,2,SN329,2024-08-31,1,180
908919,2,BA589,2024-07-14,1,120
172982,1,SA495,2024-08-22,1,150
389678,3,CA591,2024-06-30,2,380
478354,2,CA492,2024-05-10,4,760
268159,3,CA882,2024-12-03,1,190
490485,2,CA163,2024-07-03,5,950
873222,1,SN138,2024-09-01,2,360
968291,2,FO355,2024-06-28,3,690
899698,3,SN165,2024-12-11,3,540
879098,1,BO526,2024-06-20,5,1500
543613,3,BA526,2024-01-29,2,240
706900,3,CA252,2024-03-26,1,190
823181,3,FO675,2024-04-23,2,460
159585,1,BA473,2024-03-07,6,720
505080,1,SN713,2024-12-07,6,1080
474198,2,BA547,2024-11-11,5,600
717473,1,FO445,2024-02-21,1,230
629983,2,BO114,2024-01-29,1,300
970310,1,HE783,2024-03-30,3,750
523831,2,HE627,2024-01-14,5,1250
243629,2,SN144,2024-11-24,1,180
399647,2,SN964,2024-11-24,1,180
247278,3,SA611,2024-01-15,2,300
153396,3,BA740,2024-11-22,3,360
683031,1,SA270,2024-07-04,1,150
203404,3,BO963,2024-01-15,1,300
847165,1,SA807,2024-04-04,1,150
798054,2,HE699,2024-06-23,4,1000
405689,3,HE508,2024-08-09,1,250
852239,1,SN935,2024-11-15,4,720
317295,3,BA771,2024-02-14,2,240
818322,2,HE348,2024-05-23,2,500
994975,3,FO355,2024-11-11,1,230
677748,2,FO588,2024-02-02,3,690
529663,3,FO116,2024-05-07,1,230
323913,1,SN404,2024-07-02,6,1080
474527,1,SN211,2024-09-07,5,900
140406,3,SN483,2024-04-12,1,180
295613,3,SA341,2024-11-01,1,150
616559,3,BA590,2024-04-06,2,240
256595,3,BO455,2024-04-01,3,900
561869,1,CA633,2024-12-03,3,570
452041,3,BO703,2024-07-10,2,600
965167,2,SA934,2024-08-17,1,150
933647,2,CA492,2024-01-18,1,190
155419,2,SA275,2024-12-27,2,300
691507,2,HE627,2024-09-29,1,250
288022,2,HE595,2024-04-06,1,250
263900,3,SN144,2024-01-21,3,540
717571,3,BA296,2024-02-24,1,120
369849,1,FO787,2024-12-24,6,1380
388387,3,FO196,2024-04-29,2,460
496053,2,BA939,2024-10-07,2,240
639747,2,BO125,2024-04-23,4,1200
277848,1,SN905,2024-09-10,5,900
873278,2,SA341,2024-04-05,4,600
342699,1,FO325,2024-11-25,1,230
935236,1,SN127,2024-05-13,4,720
922900,1,SA515,2024-07-24,5,750
532244,1,FO440,2024-06-01,7,1610
388525,3,SN258,2024-01-23,1,180
860155,3,SN871,2024-03-30,1,180
271591,2,HE636,2024-09-08,2,500
148975,1,SN653,2024-11-25,6,1080
497983,3,FO455,2024-12-24,2,460
324851,1,SA195,2024-07-17,5,750
779331,2,BA884,2024-04-02,1,120
652275,3,HE624,2024-07-18,2,500
540159,2,BA856,2024-10-08,4,480
338856,1,BA760,2024-10-14,3,360
236632,1,BA398,2024-02-03,1,120
393663,1,SN401,2024-08-24,4,720
318934,2,FO196,2024-10-17,3,690
413285,2,HE658,2024-02-29,1,250
221455,2,SN688,2024-03-24,1,180
990545,1,SA255,2024-06-04,1,150
693787,2,HE611,2024-08-13,1,250
742733,2,CA234,2024-10-13,1,190
108325,1,SN127,2024-05-12,1,180
726577,2,BO605,2024-01-17,2,600
383827,2,CA249,2024-10-12,2,380
102197,2,FO440,2024-04-24,4,920
494171,3,HE839,2024-08-02,1,250
262423,1,HE997,2024-05-13,1,250
267470,2,CA542,2024-11-18,3,570
210367,3,BO605,2024-07-21,1,300
889758,1,SN918,2024-12-05,3,540
297423,2,SA341,2024-07-01,1,150
283162,2,SA807,2024-06-25,5,750
497115,1,SA270,2024-07-24,5,750
199989,1,HE733,2024-03-28,1,250
466704,2,FO433,2024-12-10,5,1150
524562,1,FO149,2024-12-14,5,1150
962424,3,SA911,2024-04-05,2,300
807575,2,BO118,2024-10-08,4,1200
237758,3,BA332,2024-07-27,1,120
277717,2,SN257,2024-02-07,1,180
624183,2,SA822,2024-06-27,1,150
344005,1,SA864,2024-09-04,5,750
481070,1,CA901,2024-05-19,2,380
404880,2,BO280,2024-12-08,2,600
821691,3,HE133,2024-01-03,2,500
551179,3,SN703,2024-02-29,2,360
459748,2,BA941,2024-08-03,2,240
797692,1,SN602,2024-08-29,2,360
718372,3,SN766,2024-04-26,2,360
789220,3,BA781,2024-06-09,2,240
604445,2,CA864,2024-03-17,4,760
643465,1,CA377,2024-10-14,4,760
912553,1,HE851,2024-12-01,1,250
368587,3,CA320,2024-04-12,3,570
758993,3,BO147,2024-07-20,1,300
732095,3,BA434,2024-10-28,1,120
762766,3,BO856,2024-05-24,1,300
367942,2,BA831,2024-03-13,5,600
250035,2,SN483,2024-10-10,2,360
806629,2,BO276,2024-12-24,4,1200
336369,3,BO963,2024-03-29,1,300
386149,1,SN407,2024-08-20,4,720
187131,2,CA369,2024-11-18,1,190
369361,2,BO146,2024-12-10,3,900
382600,2,SN743,2024-11-06,2,360
990778,1,SN735,2024-02-10,2,360
898527,1,HE311,2024-11-26,4,1000
382362,2,SA864,2024-09-15,4,600
650439,2,SN257,2024-07-09,1,180
918927,1,FO622,2024-12-17,6,1380
256112,3,BO832,2024-12-07,2,600
542537,1,FO440,2024-08-15,4,920
592309,1,BA513,2024-06-20,1,120
760655,2,SN258,2024-01-11,3,540
371536,3,BA311,2024-03-19,2,240
845112,2,HE311,2024-05-28,1,250
421445,1,FO622,2024-12-19,7,1610
389705,3,SN602,2024-02-16,1,180
554818,1,BO963,2024-03-06,4,1200
446605,3,SN964,2024-01-17,1,180
253793,2,SN683,2024-03-21,3,540
825521,1,BO354,2024-11-24,1,300
803308,2,HE414,2024-02-17,1,250
477864,3,BA735,2024-05-10,1,120
663381,1,CA475,2024-03-01,3,570
538834,3,CA730,2024-07-18,1,190
659289,2,SA495,2024-09-27,2,300
903601,1,BA751,2024-02-06,5,600
365809,1,CA591,2024-11-18,4,760
689173,1,SA864,2024-03-19,3,450
166282,2,FO356,2024-07-03,1,230
542486,3,BO897,2024-03-09,1,300
523213,2,FO433,2024-03-26,1,230
481246,2,BA736,2024-01-26,4,480
654135,3,FO835,2024-02-05,1,230
890910,3,BA831,2024-03-31,1,120
202732,1,SN825,2024-11-11,3,540
354599,3,BA565,2024-03-07,1,120
413231,2,SA515,2024-10-10,1,150
149371,2,BA249,2024-07-30,3,360
941283,1,BO325,2024-11-26,1,300
505224,3,FO581,2024-11-30,1,230
988946,3,SN713,2024-08-29,1,180
692144,2,HE636,2024-03-22,4,1000
333820,2,BA659,2024-04-28,2,240
796880,2,HE560,2024-04-30,4,1000
329047,1,BO927,2024-05-11,5,1500
615221,2,HE534,2024-11-14,1,250
540228,2,BA499,2024-04-28,3,360
559550,1,BO838,2024-08-29,3,900
307571,1,SN689,2024-12-27,6,1080
900933,1,FO811,2024-09-10,5,1150
584915,1,SN731,2024-03-31,3,540
976114,2,CA363,2024-04-28,1,190
329166,2,HE468,2024-12-17,4,1000
121128,2,SN213,2024-12-06,2,360
146456,2,BO354,2024-06-10,2,600
580734,3,FO773,2024-12-02,1,230
519644,3,BO996,2024-09-19,2,600
820371,1,BA526,2024-03-19,6,720
152629,2,HE178,2024-09-02,3,750
103568,1,BA251,2024-12-12,3,360
826507,1,BA751,2024-05-13,4,480
904708,3,BA398,2024-07-23,3,360
265057,1,HE783,2024-05-07,1,250
706093,1,SN581,2024-12-06,3,540
678050,2,HE106,2024-12-08,3,750
759140,3,BO968,2024-02-29,1,300
182125,3,FO429,2024-10-18,2,460
905445,2,SA770,2024-08-25,1,150
245762,3,FO392,2024-10-17,2,460
749422,2,BA726,2024-04-17,3,360
185330,3,SA840,2024-10-21,3,450
141989,1,SN119,2024-04-01,3,540
555322,1,BA332,2024-10-19,1,120
915659,2,BA863,2024-12-28,4,480
914579,3,HE823,2024-11-23,1,250
785007,3,HE839,2024-06-21,1,250
841364,2,SN812,2024-07-07,1,180
831577,1,BO247,2024-10-15,1,300
591375,3,HE320,2024-11-14,3,750
149607,1,BO927,2024-06-21,5,1500
227777,1,CA377,2024-01-25,3,570
964840,2,BA795,2024-07-23,1,120
548990,1,SN743,2024-10-26,1,180
294289,1,CA167,2024-05-20,1,190
847434,2,BA290,2024-10-11,1,120
239014,1,CA962,2024-06-21,7,1330
760885,3,BA751,2024-09-24,1,120
990973,2,FO802,2024-08-12,3,690
992362,1,SN138,2024-10-26,3,540
194205,1,SN743,2024-11-14,4,720
276278,1,BA513,2024-06-22,5,600
288335,1,HE724,2024-08-04,4,1000
230072,3,SA341,2024-05-23,1,150
697470,3,FO488,2024-09-27,2,460
237617,1,BO948,2024-05-21,4,1200
145697,1,BO693,2024-06-23,1,300
244993,1,BO305,2024-09-05,4,1200
